City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Tucupita,VE,9.0622,-62.051,87.28,50,86,8.28,overcast clouds
343,Chenzhou,CN,25.8,113.0333,47.55,94,100,5.48,overcast clouds
344,Oum Hadjer,TD,13.2954,19.6966,91.69,8,7,8.79,clear sky
345,Coihaique,CL,-45.5752,-72.0662,64.35,39,0,8.05,clear sky
346,Vrede,ZA,-27.4257,29.1659,59.61,64,26,3.56,scattered clouds
347,Ribeira Grande,PT,38.5167,-28.7,61.2,82,75,17.27,broken clouds
348,Chokurdakh,RU,70.6333,147.9167,-26.19,100,26,3.56,scattered clouds
349,Talladega,US,33.4359,-86.1058,63.64,37,0,0.0,clear sky
350,Kattivakkam,IN,13.2167,80.3167,84.29,88,2,11.3,clear sky
351,Hasaki,JP,35.7333,140.8333,37.8,55,63,18.43,broken clouds
352,Khor,RU,47.8861,134.9464,14.45,94,10,6.73,clear sky
353,Lebanon,US,36.2081,-86.2911,54.16,50,0,5.75,clear sky
354,Pisco,PE,-13.7,-76.2167,72.01,68,0,6.91,clear sky
355,Mahanoro,MG,-19.9,48.8,72.73,85,1,6.2,clear sky
356,Lakes Entrance,AU,-37.8811,147.981,56.16,84,100,13.89,moderate rain
357,Cochrane,CA,51.1834,-114.4687,45.61,40,0,4.61,clear sky
358,Ilula,TZ,-7.6766,36.0366,66.74,98,30,4.23,scattered clouds
359,Maun,BW,-19.9833,23.4167,73.36,73,0,2.3,clear sky
360,Tshikapa,CD,-6.4167,20.8,73.8,89,100,1.95,light rain
361,Kiruna,SE,67.8557,20.2251,20.32,63,0,10.36,clear sky
362,Ampanihy,MG,-24.7,44.75,73.18,73,0,4.85,clear sky
363,Flinders,AU,-34.5833,150.8552,59.25,83,96,11.01,overcast clouds
364,Naze,JP,28.3667,129.4833,59.92,67,100,15.77,overcast clouds
365,Tutoia,BR,-2.7619,-42.2744,79.56,85,78,7.85,broken clouds
366,Lethem,GY,3.3803,-59.7968,95.97,31,72,11.25,broken clouds
367,Oktyabrskoye,RU,43.0645,44.7417,50.14,58,100,13.42,overcast clouds
368,Glossa,GR,35.4717,23.7763,64.06,57,0,10.31,clear sky
369,San Patricio,US,28.017,-97.5169,82.49,41,100,17.18,overcast clouds
370,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,23.73,broken clouds
371,El Rosario,MX,24.2556,-107.1828,82.06,32,89,11.99,overcast clouds
372,Tonder,DK,54.9331,8.8667,39.24,58,100,4.0,overcast clouds
373,Rio Gallegos,AR,-51.6226,-69.2181,60.85,27,40,20.71,scattered clouds
374,Porto Belo,BR,-27.1578,-48.5531,66.25,81,100,10.29,overcast clouds
375,Cidreira,BR,-30.1811,-50.2056,66.87,56,20,8.19,few clouds
376,Tres Arroyos,AR,-38.3739,-60.2798,66.79,31,100,12.24,overcast clouds
377,Bay Roberts,CA,47.5999,-53.2648,41.05,71,100,3.0,light rain
378,Bengkulu,ID,-3.8004,102.2655,76.5,84,14,4.45,few clouds
379,Karanganyar,ID,-6.7072,111.0834,72.32,93,100,4.14,overcast clouds
380,Faya,SA,18.3851,42.4509,68.11,27,32,7.72,scattered clouds
381,Kamenka,RU,51.3223,42.7678,51.39,76,100,15.03,overcast clouds
382,Qui Nhon,VN,13.7667,109.2333,75.0,90,54,8.77,broken clouds
383,Namatanai,PG,-3.6667,152.4333,78.04,87,100,6.42,moderate rain
384,Ascension,US,30.2169,-90.9001,76.08,38,0,3.44,clear sky
385,Piacabucu,BR,-10.4056,-36.4344,82.15,71,100,9.46,light rain
386,Yuxia,CN,34.0615,108.6291,47.01,41,3,3.8,clear sky
387,Tempio Pausania,IT,40.8974,9.1035,43.72,61,50,19.35,scattered clouds
388,Sijunjung,ID,-0.6876,100.9537,70.27,77,23,2.42,few clouds
389,Luquillo,PR,18.3725,-65.7166,86.76,65,0,12.66,clear sky
390,Berdigestyakh,RU,62.0989,126.6992,23.49,97,100,4.52,overcast clouds
391,Evensk,RU,61.95,159.2333,13.55,83,100,10.89,overcast clouds
392,Novobirilyussy,RU,56.9514,90.6661,32.59,100,100,3.27,snow
393,Zhezkazgan,KZ,47.8043,67.7144,40.15,79,0,6.87,clear sky
394,Santa Fe,AR,-31.6333,-60.7,72.01,38,0,5.99,clear sky
395,Yerbogachen,RU,61.2767,108.0108,16.07,95,79,7.81,broken clouds
396,Outlook,CA,51.5001,-107.0513,39.24,52,84,17.9,broken clouds
397,Hauterive,FR,46.0901,3.4459,36.36,97,94,9.31,light snow
398,Sooke,CA,48.3746,-123.7276,49.08,81,93,5.75,overcast clouds
399,Mount Isa,AU,-20.7333,139.5,73.17,27,8,10.36,light rain
400,Syracuse,IT,37.0881,15.2792,58.37,68,0,14.5,clear sky
401,Dhanera,IN,24.5167,72.0167,82.29,15,0,6.69,clear sky
402,Anloga,GH,5.7947,0.8973,83.25,82,100,12.84,light rain
403,Garissa,KE,-0.4536,39.6401,82.58,64,71,12.68,light rain
404,Angoram,PG,-4.0625,144.0661,72.72,97,100,2.08,overcast clouds
405,Matara,LK,5.9485,80.5353,78.01,85,77,3.2,broken clouds
406,Chulucanas,PE,-5.0925,-80.1625,84.15,57,100,2.89,overcast clouds
407,San Matias,BO,-16.3667,-58.4,69.35,62,90,5.82,overcast clouds
408,Vytegra,RU,61.0064,36.4481,14.68,97,32,3.44,scattered clouds
409,Beisfjord,NO,68.3751,17.5988,28.45,95,100,8.3,light snow
410,Atasu,KZ,48.6814,71.6433,28.67,97,97,4.34,overcast clouds
411,Adre,TD,13.4667,22.2,84.56,9,7,8.9,clear sky
412,Abu Dhabi,AE,24.4667,54.3667,77.02,67,0,3.0,clear sky
413,Hualmay,PE,-11.0964,-77.6139,74.37,72,59,10.25,broken clouds
414,Medicine Hat,CA,50.0501,-110.6683,47.21,36,75,14.97,broken clouds
415,Sidhauli,IN,27.2833,80.8333,79.74,9,0,6.17,clear sky
416,Ahipara,NZ,-35.1667,173.1667,61.0,90,3,4.56,clear sky
417,Aswan,EG,24.0934,32.907,94.3,12,0,4.61,clear sky
418,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.06,71,100,8.46,overcast clouds
419,Komsomolskiy,UZ,40.4272,71.7189,56.12,50,5,6.91,clear sky
420,Vikesa,NO,58.6376,6.0913,38.17,77,9,2.13,clear sky
421,Gizo,SB,-8.103,156.8419,80.55,81,100,9.55,light rain
422,Erzin,TR,36.9559,36.2,64.4,50,78,8.68,broken clouds
423,Cap-Aux-Meules,CA,47.3821,-61.8597,39.25,100,100,14.97,fog
424,Saint-Paul,RE,-21.0096,55.2707,73.51,88,100,4.09,moderate rain
425,Catuday,PH,16.2923,119.8062,78.94,71,97,8.48,overcast clouds
426,Chiang Khong,TH,20.2613,100.4046,69.08,94,65,3.51,broken clouds
427,East Bethel,US,45.3194,-93.2025,47.03,49,90,7.0,overcast clouds
428,Baculin,PH,7.4525,126.5842,76.96,85,45,9.6,scattered clouds
429,Yarada,IN,17.65,83.2667,84.52,79,40,9.22,mist
430,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,90,100,19.44,overcast clouds
431,Maldonado,UY,-34.6667,-54.9167,65.59,61,89,8.9,overcast clouds
432,Hue,VN,16.4667,107.6,71.71,83,100,16.11,overcast clouds
433,Port Blair,IN,11.6667,92.75,78.84,94,20,2.3,mist
434,Riachao Das Neves,BR,-11.7461,-44.91,89.69,37,87,4.21,overcast clouds
435,Ola,RU,59.5833,151.2833,0.14,83,99,7.99,overcast clouds
436,Hobyo,SO,5.3505,48.5268,82.11,73,4,14.7,clear sky
437,Shalakusha,RU,62.2247,40.2539,5.4,97,17,1.41,few clouds
438,Shaunavon,CA,49.6501,-108.4181,40.78,40,37,18.72,scattered clouds
439,Chanute,US,37.6792,-95.4572,57.31,44,0,9.22,clear sky
440,Acari,PE,-15.4311,-74.6158,79.84,53,56,10.89,broken clouds
441,Khasan,RU,42.4308,130.6434,36.48,53,9,5.21,clear sky
442,Mikhaylovka,RU,50.06,43.2379,58.78,61,100,16.64,overcast clouds
443,Sangar,RU,63.9242,127.4739,15.85,91,100,16.53,light snow
444,Corn Island,NI,12.1694,-83.0418,81.46,71,60,13.82,broken clouds
445,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
446,Makakilo City,US,21.3469,-158.0858,75.29,68,40,12.66,scattered clouds
447,Yilan,TW,24.757,121.753,64.02,86,100,4.59,overcast clouds
448,Chino Valley,US,34.7575,-112.4538,69.76,28,6,1.99,clear sky
449,Ovsyanka,RU,55.9575,92.5519,38.37,94,100,4.14,overcast clouds
450,Nemuro,JP,43.3236,145.575,28.27,86,100,7.25,overcast clouds
451,Nchelenge,ZM,-9.3451,28.734,71.11,85,98,3.67,overcast clouds
452,Dabakala,CI,8.3667,-4.4333,84.52,57,73,4.88,light rain
453,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,79.43,25,0,4.34,clear sky
454,Beringovskiy,RU,63.05,179.3167,26.06,97,100,8.86,light snow
455,Aklavik,CA,68.2191,-135.0107,-14.8,70,0,4.61,clear sky
456,Inuvik,CA,68.3499,-133.7218,-15.74,69,0,2.3,clear sky
457,Jumla,NP,29.2747,82.1838,50.36,52,0,3.74,clear sky
458,Fairbanks,US,64.8378,-147.7164,17.82,33,3,1.99,clear sky
459,Juneau,US,58.3019,-134.4197,41.85,95,100,6.91,light rain
460,Linxia,CN,35.6003,103.2064,38.86,40,0,1.41,clear sky
461,La Ronge,CA,55.1001,-105.2842,25.02,74,100,21.85,overcast clouds
462,Manicore,BR,-5.8092,-61.3003,83.89,80,41,2.89,moderate rain
463,Lazaro Cardenas,MX,17.9583,-102.2,80.73,55,16,9.24,few clouds
464,Minsk,BY,53.9,27.5667,31.75,91,100,17.92,light snow
465,Santana Do Mundau,BR,-9.1681,-36.2222,77.86,84,100,8.66,overcast clouds
466,Adrar,MR,20.5022,-10.0711,81.84,9,0,6.33,clear sky
467,Newton,US,42.337,-71.2092,58.1,60,75,13.8,broken clouds
468,Magole,TZ,-6.3667,37.3667,69.58,94,96,1.81,light rain
469,Padang,ID,-0.9492,100.3543,75.25,69,0,3.91,clear sky
470,Puri,IN,19.8,85.85,81.12,88,4,25.37,clear sky
471,Ovre Ardal,NO,61.3167,7.8,27.48,89,29,4.27,scattered clouds
472,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,74.64,25,91,8.63,overcast clouds
473,Aleksandrov Gay,RU,50.147,48.5704,55.11,47,100,21.25,overcast clouds
474,Tecoanapa,MX,16.5167,-98.75,82.0,52,8,11.1,clear sky
475,Ketchikan,US,55.3422,-131.6461,39.67,87,100,8.05,moderate rain
476,Djambala,CG,-2.5447,14.7533,70.52,90,100,4.79,overcast clouds
477,Muisne,EC,0.6,-80.0333,81.81,72,29,8.16,scattered clouds
478,Leca Da Palmeira,PT,41.191,-8.7003,57.15,43,0,17.27,clear sky
479,Maniitsoq,GL,65.4167,-52.9,33.08,86,100,7.2,overcast clouds
480,Cuyamel,HN,15.6667,-88.2,96.96,60,21,6.04,few clouds
481,Dawlatabad,AF,36.4141,64.9053,63.19,30,0,3.76,clear sky
482,Andenes,NO,69.3143,16.1194,30.18,86,100,21.85,heavy snow
483,Biak,ID,-0.9131,122.8766,76.05,79,44,3.69,scattered clouds
484,Sibolga,ID,1.7427,98.7792,76.69,85,99,2.95,overcast clouds
485,Tautira,PF,-17.7333,-149.15,80.53,81,32,11.99,light rain
486,Winnemucca,US,40.973,-117.7357,51.85,32,0,5.75,clear sky
487,Lefka,CY,35.1106,32.8506,59.07,47,49,6.38,scattered clouds
488,Kharp,RU,66.8014,65.8081,4.57,99,70,5.35,broken clouds
489,Yumen,CN,40.2833,97.2,40.6,18,0,6.22,clear sky
490,San Ramon,US,37.7799,-121.978,71.74,48,0,5.75,clear sky
491,Saint-Pierre,RE,-21.3393,55.4781,73.08,92,75,5.75,light rain
492,Mackay,AU,-21.15,149.2,73.69,88,40,3.44,scattered clouds
493,Huanren,CN,41.2647,125.3667,33.33,47,82,1.54,broken clouds
494,Zyryanka,RU,65.75,150.85,-12.98,100,100,6.35,overcast clouds
495,Podgornoye,RU,51.735,39.1496,41.22,100,100,6.71,fog
496,Talnakh,RU,69.4865,88.3972,13.21,95,100,8.08,light snow
497,Ballina,AU,-28.8667,153.5667,67.96,86,75,4.61,broken clouds
498,Kovernino,RU,57.1253,43.8142,29.08,90,100,7.58,overcast clouds
499,Puerto Parra,CO,6.6515,-74.0573,87.96,52,88,2.17,overcast clouds
500,Macheng,CN,31.1783,115.0319,49.24,67,100,3.2,overcast clouds
501,Arkadak,RU,51.9326,43.4978,46.99,85,100,12.01,overcast clouds
502,Oriximina,BR,-1.7656,-55.8661,82.24,83,64,3.27,broken clouds
503,Kupang,ID,-10.1667,123.5833,75.85,87,33,5.19,scattered clouds
504,Marawi,PH,7.9986,124.2928,68.76,96,66,1.63,broken clouds
505,Indergarh,IN,26.9352,79.6724,80.64,9,0,6.22,clear sky
506,Dinghai,CN,26.2847,119.7936,50.92,70,100,16.2,overcast clouds
507,Calama,CL,-22.4667,-68.9333,73.44,11,0,16.51,clear sky
508,Naron,ES,43.5167,-8.1528,50.67,67,79,9.91,broken clouds
509,Tilichiki,RU,60.4667,166.1,2.84,94,59,11.01,broken clouds
510,Marovoay,MG,-16.1,46.6333,75.15,83,64,4.72,broken clouds
511,Wichita Falls,US,33.9137,-98.4934,75.25,28,0,21.85,clear sky
512,Hindaun,IN,26.7167,77.0167,79.63,9,0,3.36,clear sky
513,Ewa Beach,US,21.3156,-158.0072,76.69,67,40,12.66,scattered clouds
514,Mwinilunga,ZM,-11.7358,24.4293,62.08,97,28,3.49,light rain
515,Mangrol,IN,21.1167,70.1167,77.65,78,6,7.92,clear sky
516,Lorengau,PG,-2.0226,147.2712,80.38,83,100,11.45,overcast clouds
517,Yeniseysk,RU,58.4497,92.1703,24.6,99,100,2.15,overcast clouds
518,Vardo,NO,70.3705,31.1107,22.98,80,100,23.02,overcast clouds
519,Harper,LR,4.375,-7.7169,80.94,85,90,7.61,light rain
520,Port Arthur,CN,38.8,121.2667,41.22,54,100,4.05,overcast clouds
521,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,11,0.0,few clouds
522,Trairi,BR,-3.2778,-39.2689,77.45,88,100,4.23,overcast clouds
523,Pimentel,PE,-6.8367,-79.9342,80.89,57,0,14.97,clear sky
524,Sokoni,TZ,-6.4333,39.55,82.26,74,56,10.16,broken clouds
525,Shimoda,JP,34.6667,138.95,45.88,59,97,6.11,overcast clouds
526,Finspang,SE,58.7058,15.7674,27.93,79,53,3.53,broken clouds
527,Kommunar,RU,59.6206,30.39,29.35,91,66,2.91,broken clouds
528,Khorinsk,RU,52.1657,109.7726,26.53,81,49,1.28,scattered clouds
529,Sigli,ID,5.3848,95.9609,79.56,83,100,5.03,overcast clouds
530,Mareeba,AU,-17.0,145.4333,70.45,93,96,2.13,overcast clouds
531,Coahuayana,MX,18.7333,-103.6833,85.24,42,100,7.96,overcast clouds
532,Biltine,TD,14.5333,20.9167,88.84,8,5,9.17,clear sky
533,Talcahuano,CL,-36.7167,-73.1167,61.95,72,2,15.17,clear sky
534,Pishin,PK,30.5803,66.9961,63.19,12,0,3.38,clear sky
535,Hit,IQ,33.6416,42.8251,75.13,17,0,6.44,clear sky
536,Mindelo,CV,16.8901,-24.9804,74.75,60,20,19.57,few clouds
537,Pahrump,US,36.2083,-115.9839,73.44,17,0,5.01,clear sky
538,Tigil,RU,57.8,158.6667,14.59,96,100,3.67,light snow
539,Pinsk,BY,52.1229,26.0951,32.92,99,100,15.52,light snow
540,The Valley,AI,18.217,-63.0578,82.54,61,20,19.57,few clouds
541,Pochutla,MX,15.7432,-96.4661,89.82,31,4,9.82,clear sky
542,Jiwani,PK,25.05,61.7417,78.91,63,0,7.49,clear sky
543,Sorong,ID,-0.8833,131.25,77.72,89,100,7.31,overcast clouds
544,Necochea,AR,-38.5473,-58.7368,67.87,39,100,9.48,overcast clouds
545,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,76,40,4.61,scattered clouds
546,Lewiston,US,44.1003,-70.2148,51.39,90,100,4.61,moderate rain
547,Celestun,MX,20.8667,-90.4,85.21,68,17,12.53,few clouds
548,Mapiri,BO,-15.25,-68.1667,63.28,98,100,1.61,overcast clouds
549,Midland,US,31.9974,-102.0779,77.05,33,0,20.71,clear sky
550,Limbang,MY,4.75,115.0,77.11,96,19,2.21,few clouds
551,Vostok,RU,46.4856,135.8833,9.32,92,9,6.17,clear sky
552,La Peca,PE,-5.6111,-78.435,69.76,87,100,0.81,overcast clouds
553,Kismayo,SO,-0.3582,42.5454,81.05,77,6,9.46,clear sky
554,Kenai,US,60.5544,-151.2583,42.03,69,20,16.11,few clouds
555,Verkhoyansk,RU,67.5447,133.385,-15.47,100,61,0.67,broken clouds
556,Kjollefjord,NO,70.9457,27.3465,30.25,89,100,14.43,snow
557,Kimbe,PG,-5.5502,150.1429,74.59,91,100,3.06,overcast clouds
558,Honiara,SB,-9.4333,159.95,74.53,92,100,3.83,overcast clouds
559,Laguna,US,38.421,-121.4238,71.78,53,0,5.75,clear sky
560,Vaitape,PF,-16.5167,-151.75,81.84,73,98,5.39,light rain
561,Filingue,NE,14.3521,3.3168,90.32,6,100,4.16,overcast clouds
562,Pundaguitan,PH,6.3711,126.1689,81.0,76,35,7.27,scattered clouds
563,Antofagasta,CL,-23.65,-70.4,72.21,49,2,7.4,clear sky
564,Orotukan,RU,62.2667,151.7,-4.58,100,100,1.7,overcast clouds
565,Benjamin Aceval,PY,-24.9667,-57.5667,73.6,28,2,8.3,clear sky
566,Quatre Cocos,MU,-20.2078,57.7625,77.11,93,100,18.77,moderate rain
567,Nalut,LY,30.3333,10.85,69.13,14,3,9.22,clear sky
568,Morant Bay,JM,17.8815,-76.4093,88.72,66,4,14.34,clear sky
569,Belyy Yar,RU,53.6039,91.3903,37.29,62,0,2.24,clear sky
570,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,93.96,38,72,3.96,broken clouds
571,Melilla,ES,35.2937,-2.9383,62.8,67,20,8.05,few clouds
572,Hamilton,US,39.1834,-84.5333,44.64,61,100,13.8,overcast clouds
573,Brae,GB,60.3964,-1.353,38.37,68,29,8.48,scattered clouds
574,Eureka,US,40.8021,-124.1637,57.2,77,58,7.0,broken clouds
575,Palafrugell,ES,41.9174,3.1631,45.77,28,4,5.01,clear sky
576,Burgeo,CA,47.6167,-57.6152,33.62,98,100,25.84,snow
577,Port-Gentil,GA,-0.7193,8.7815,79.83,85,100,14.58,moderate rain
578,Xichang,CN,27.8964,102.2634,43.79,94,100,3.31,overcast clouds
579,Egvekinot,RU,66.3167,-179.1667,5.97,87,100,11.36,overcast clouds
580,Esperance,AU,-33.8667,121.9,62.44,71,23,15.32,few clouds
581,Yelets,RU,52.6237,38.5017,34.65,100,100,11.5,light snow
582,Okitipupa,NG,6.5047,4.7839,81.91,78,100,5.93,overcast clouds
583,Kaplice,CZ,48.7385,14.4963,34.79,97,100,7.27,light snow
584,Lovington,US,32.944,-103.3485,74.03,19,94,5.99,overcast clouds
585,Ijsselstein,NL,52.0167,5.0333,39.99,68,100,5.01,overcast clouds
586,Mascote,BR,-15.5631,-39.3025,86.34,54,1,7.45,clear sky
587,Masjid Tanah,MY,2.3455,102.1107,78.69,88,20,2.3,few clouds
588,Nanakuli,US,21.3906,-158.1547,76.71,68,40,0.0,scattered clouds
589,Usogorsk,RU,63.4106,48.6872,13.78,96,17,4.99,few clouds
590,Gamba,GA,-2.65,10.0,76.8,91,100,8.34,light rain
591,Papetoai,PF,-17.4961,-149.8729,83.79,75,97,6.51,light rain
592,Moron,AR,-34.6534,-58.6198,70.95,49,0,5.53,clear sky
593,Acapulco,MX,16.8634,-99.8901,85.82,54,0,8.05,clear sky
594,Nantucket,US,41.2835,-70.0995,59.11,71,100,18.41,overcast clouds
595,Manakara,MG,-22.1333,48.0167,71.69,80,0,1.92,clear sky
596,Le Port,RE,-20.9373,55.2919,73.4,89,100,6.08,moderate rain
597,Bridlington,GB,54.0831,-0.1919,41.02,78,17,5.01,few clouds
598,Nabire,ID,-3.3667,135.4833,75.42,81,100,4.45,overcast clouds
599,Gigmoto,PH,13.7796,124.39,78.37,78,100,12.53,overcast clouds
600,Sangmelima,CM,2.9333,11.9833,69.37,97,100,4.68,moderate rain
601,Kushiro,JP,42.975,144.3747,21.45,86,20,7.67,few clouds
602,Nowy Tomysl,PL,52.3195,16.1284,40.86,42,100,17.0,overcast clouds
603,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
604,Kahului,US,20.8947,-156.47,76.84,75,20,18.41,few clouds
605,Micheweni,TZ,-4.9667,39.8333,81.52,77,98,7.05,overcast clouds
606,Zhigansk,RU,66.7697,123.3711,19.51,95,100,17.85,light snow
607,Urumqi,CN,43.801,87.6005,43.75,53,0,6.71,clear sky
608,Valparaiso,CL,-33.0393,-71.6273,58.64,72,40,13.8,haze
609,Alice Springs,AU,-23.7,133.8833,51.35,50,100,2.3,overcast clouds
610,Jambi,ID,-1.6,103.6167,74.61,90,79,1.16,broken clouds
611,Madhubani,IN,26.3667,86.0833,79.88,65,0,11.14,clear sky
612,Benemerito De Las Americas,MX,16.5167,-90.6439,98.04,36,0,3.96,clear sky
613,Scarborough,GB,54.2797,-0.4044,40.66,84,18,3.0,few clouds
614,Las Palmas,ES,28.4204,-14.0131,63.39,72,20,17.27,few clouds
615,Sinnamary,GF,5.3833,-52.95,78.03,89,100,9.89,light rain
616,Tsubame,JP,37.65,138.9333,35.85,81,77,1.03,broken clouds
617,Qianjiang,CN,30.4151,112.8859,50.81,63,100,2.35,overcast clouds
618,Shingu,JP,33.7333,135.9833,38.7,70,70,5.19,broken clouds
619,Someshwar,IN,13.5,75.0667,76.78,91,26,1.19,scattered clouds
620,Caldwell,US,43.6629,-116.6874,53.35,41,0,4.61,clear sky
621,Ocho Rios,JM,18.4025,-77.1048,83.8,60,19,17.6,few clouds
622,Boende,CD,-0.2167,20.8667,77.58,72,100,4.03,light rain
623,Osoyoos,CA,49.0331,-119.4524,55.04,45,55,2.3,broken clouds
624,Poronaysk,RU,49.2167,143.1167,11.32,90,97,4.0,overcast clouds
625,Athabasca,CA,54.7169,-113.2854,34.21,63,100,3.98,overcast clouds
626,Cururupu,BR,-1.8283,-44.8683,74.21,98,100,2.73,overcast clouds
627,Monrovia,LR,6.3005,-10.7969,83.97,83,99,6.64,light rain
628,Sault Sainte Marie,CA,46.5168,-84.3333,28.69,66,100,14.97,overcast clouds
629,Olafsvik,IS,64.8945,-23.7142,41.61,91,100,9.82,overcast clouds
630,Morsbach,DE,50.8667,7.75,32.67,87,100,10.25,light snow
631,Rochester,US,43.1548,-77.6156,40.17,80,100,19.57,overcast clouds
632,San Jose,US,37.3394,-121.895,72.54,50,0,3.44,clear sky
633,Leh,IN,34.1667,77.5833,26.29,47,0,5.23,clear sky
634,Jiazi,CN,22.8779,116.067,60.22,78,100,10.98,overcast clouds
635,Invermere,CA,50.5167,-116.0354,42.46,55,32,2.24,scattered clouds
636,Firminopolis,BR,-16.5819,-50.305,82.42,58,14,5.75,few clouds
637,Ruteng,ID,-8.6136,120.4721,61.79,92,58,1.48,broken clouds
638,Deming,US,32.2687,-107.7586,71.49,17,0,13.8,clear sky
639,Indramayu,ID,-6.3264,108.32,77.14,85,98,5.46,overcast clouds
640,Zaraza,VE,9.3503,-65.3245,99.0,28,71,7.45,broken clouds
641,Souillac,MU,-20.5167,57.5167,77.38,94,75,12.66,moderate rain
642,Monforte De Lemos,ES,42.5216,-7.5142,42.57,66,6,6.91,clear sky
643,Krasnoborsk,RU,61.5598,45.934,7.03,96,12,3.42,few clouds
644,Arequipa,PE,-16.3989,-71.535,68.07,27,20,9.22,few clouds
645,Mbengwi,CM,6.0167,10.0,71.46,66,38,7.54,scattered clouds
646,Mitsamiouli,KM,-11.3847,43.2844,81.46,73,3,2.01,clear sky
647,Soto,AR,-32.8107,-61.4026,70.03,30,0,10.16,clear sky
648,San Juan Del Parana,PY,-27.3,-55.9667,75.25,38,0,8.05,clear sky
649,Srednekolymsk,RU,67.45,153.6833,-24.27,100,100,3.74,overcast clouds
650,Santa Marta,CO,11.2408,-74.199,91.45,55,75,5.75,broken clouds
651,Kidal,ML,18.4411,1.4078,92.89,3,100,8.77,overcast clouds
652,Pitangueiras,BR,-21.0094,-48.2217,77.52,55,8,3.2,clear sky
653,Santander Jimenez,MX,24.2167,-98.4667,84.4,51,52,10.33,broken clouds
654,Sept-Iles,CA,50.2001,-66.3821,33.06,95,100,21.85,mist
655,Fukue,JP,32.6881,128.8419,52.02,60,100,19.55,overcast clouds
656,Kargasok,RU,59.0556,80.8572,26.8,98,100,4.9,snow
657,Pinheiro Machado,BR,-31.5783,-53.3811,65.14,42,21,7.38,few clouds
658,Taunggyi,MM,20.7833,97.0333,64.96,37,6,2.89,clear sky
659,Albury,AU,-36.0833,146.9167,60.85,73,100,10.36,overcast clouds
660,Luwuk,ID,-0.9516,122.7875,77.09,79,50,2.89,scattered clouds
661,Lahuachaca,BO,-17.3667,-67.6667,55.11,53,60,11.36,broken clouds
662,Hun,LY,29.1268,15.9477,76.01,11,52,6.73,broken clouds
663,Tiznit,MA,29.5833,-9.5,61.48,65,0,5.01,clear sky
664,Acambay,MX,19.9558,-99.8417,79.84,10,94,10.04,overcast clouds
665,Beloha,MG,-25.1667,45.05,73.15,79,0,7.92,clear sky
666,Sechelt,CA,49.4664,-123.7694,48.15,72,100,10.58,overcast clouds
667,San Juan,AR,-31.5375,-68.5364,77.7,13,0,8.08,clear sky
668,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,17.27,overcast clouds
669,Idah,NG,7.1065,6.7342,89.17,52,99,12.48,overcast clouds
670,Constitucion,CL,-35.3333,-72.4167,67.19,53,7,16.42,clear sky
671,Grootfontein,NA,-19.5667,18.1167,68.67,72,47,1.32,light rain
672,Horsham,GB,51.064,-0.3272,43.66,63,20,11.5,few clouds
673,Severnoye,RU,56.3491,78.3619,33.26,93,100,15.75,overcast clouds
674,Pocatello,US,42.8713,-112.4455,49.01,39,20,18.41,few clouds
675,Dunedin,NZ,-45.8742,170.5036,48.79,88,12,1.01,few clouds
676,Wanaka,NZ,-44.7,169.15,49.28,84,87,2.62,overcast clouds
677,Westport,US,41.1415,-73.3579,57.31,64,100,11.01,overcast clouds
678,Uyuni,BO,-20.4597,-66.825,61.92,23,1,14.81,clear sky
679,Parakou,BJ,9.3372,2.6303,94.51,24,100,5.46,overcast clouds
680,Talavera De La Reina,ES,39.9635,-4.8308,45.66,45,92,4.38,overcast clouds
681,Adilcevaz,TR,38.8039,42.7342,36.59,66,13,2.68,few clouds
682,Bom Jesus,BR,-9.0744,-44.3586,90.18,40,100,6.69,light rain
683,Staryy Nadym,RU,65.6118,72.6842,13.1,92,100,9.55,overcast clouds
684,Maputo,MZ,-25.9653,32.5892,79.23,88,0,11.99,clear sky
685,Canberra,AU,-35.2835,149.1281,53.28,74,100,17.27,overcast clouds
686,Burnie,AU,-41.0667,145.9167,48.92,76,92,4.54,overcast clouds
